,İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Motor Hacmi,Motor Gücü,Çekiş,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,TL
616,20850402,25 Ağustos 2022,Renault,Fluence,1.5 dCi Touch Plus,2014,169.000 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden,328.000
617,20850212,25 Ağustos 2022,Citroen,C4 Grand Picasso,1.6 HDi Dynamic,2012,135.000 km,Yarı Otomatik,Dizel,MPV,1560 cc,114 hp,Önden Çekiş,"5,2 lt",60 lt,1 boyalı,Takasa Uygun Değil,Sahibinden,375.000
618,20850403,25 Ağustos 2022,Ford,Focus,1.5 TDCi Trend X,2016,155.000 km,Yarı Otomatik,Dizel,Sedan,1499 cc,120 hp,Önden Çekiş,"4,2 lt",55 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,437.500
619,20346136,25 Ağustos 2022,Volkswagen,Jetta,1.2 TSi Trendline,2013,124.000 km,Yarı Otomatik,Benzin,Sedan,1197 cc,105 hp,Önden Çekiş,"5,4 lt",55 lt,Belirtilmemiş,Takasa Uygun,Galeriden,399.500
620,20850534,25 Ağustos 2022,Fiat,Egea,1.6 Multijet Urban Plus,2020,54.800 km,Düz,Dizel,Sedan,1598 cc,120 hp,Önden Çekiş,"4,2 lt",45 lt,"2 değişen, 1 boyalı",Takasa Uygun,Galeriden,423.000
621,20850446,25 Ağustos 2022,Volkswagen,Golf,1.0 TSi Comfortline,2017,64.600 km,Yarı Otomatik,Benzin,Hatchback/5,999 cc,110 hp,Önden Çekiş,5 lt,50 lt,1 değişen,Takasa Uygun Değil,Sahibinden,622.000
622,19944947,25 Ağustos 2022,Volkswagen,Jetta,1.6 TDi Comfortline,2014,174.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,105 hp,Önden Çekiş,"4,7 lt",55 lt,5 boyalı,Takasa Uygun Değil,Sahibinden,445.000
623,20850466,25 Ağustos 2022,Fiat,Egea,1.4 Fire Urban Plus,2020,30.700 km,Düz,Benzin,Hatchback/5,1368 cc,95 hp,Önden Çekiş,"5,7 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,364.000
624,20850277,25 Ağustos 2022,Ford,Mondeo,2.0 TDCi Ghia,2004,327.000 km,Otomatik,Dizel,Sedan,1998 cc,130 hp,Önden Çekiş,"7,4 lt",58 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,168.000
625,20850437,25 Ağustos 2022,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,200.000 km,Düz,Dizel,Hatchback/5,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,Belirtilmemiş,Takasa Uygun,Galeriden,317.950
626,20850385,25 Ağustos 2022,BMW,3 Serisi,316i Standart,1990,277.000 km,Düz,LPG & Benzin,Sedan,1596 cc,100 hp,Arkadan İtiş,0 lt,0 lt,Tamamı boyalı,Takasa Uygun Değil,Sahibinden,155.000
627,20850256,25 Ağustos 2022,Citroen,C-Elysee,1.6 HDi Attraction,2012,162.500 km,Düz,Dizel,Sedan,1560 cc,93 hp,Önden Çekiş,"4,3 lt",48 lt,2 değişen,Takasa Uygun Değil,Sahibinden,220.000
628,18557510,25 Ağustos 2022,Mercedes - Benz,E,220 CDI Elegance,2009,225.000 km,Otomatik,Dizel,Sedan,2148 cc,170 hp,Arkadan İtiş,"6,7 lt",70 lt,1 boyalı,Takasa Uygun Değil,Sahibinden,555.000
629,20850435,25 Ağustos 2022,Opel,Astra,1.6 GL,1995,286.000 km,Düz,LPG & Benzin,Hatchback/5,1598 cc,100 hp,Önden Çekiş,0 lt,52 lt,Tamamı boyalı,Takasa Uygun Değil,Sahibinden,103.000
630,20850380,25 Ağustos 2022,Renault,Fluence,1.5 dCi Extreme,2011,150.000 km,Düz,Dizel,Sedan,1461 cc,85 hp,Önden Çekiş,"4,5 lt",60 lt,"1 değişen, 4 boyalı",Takasa Uygun,Galeriden,283.000
631,20850281,25 Ağustos 2022,BMW,3 Serisi,320d M Sport,2012,188.000 km,Otomatik,Dizel,Coupe,1995 cc,184 hp,Arkadan İtiş,"5,3 lt",61 lt,1 değişen,Takasa Uygun Değil,Sahibinden,780.000
632,20849594,25 Ağustos 2022,Opel,Astra,1.6 Edition Plus,2016,41.000 km,Düz,Benzin,Sedan,1598 cc,115 hp,Önden Çekiş,"6,5 lt",56 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,408.750
633,20849912,25 Ağustos 2022,Ford,Focus,1.6 TDCi Style,2015,99.990 km,Düz,Dizel,Hatchback/5,1560 cc,115 hp,Önden Çekiş,"4,2 lt",55 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,490.000
634,20850030,25 Ağustos 2022,Hyundai,i20,1.4 MPI Style,2017,71.500 km,Otomatik,Benzin,Hatchback/5,1368 cc,100 hp,Önden Çekiş,"6,4 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,438.000
635,20850084,25 Ağustos 2022,Suzuki,SX4,GL,2011,125.000 km,Düz,Benzin,Hatchback/5,1586 cc,122 hp,Önden Çekiş,"6,2 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,320.000
636,20850203,25 Ağustos 2022,Renault,Symbol,1.5 dCi Joy,2017,180.000 km,Düz,Dizel,Sedan,1461 cc,75 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,270.000
637,20850135,25 Ağustos 2022,Volkswagen,Jetta,1.4 TSi BlueMotion Comfortline,2016,83.465 km,Yarı Otomatik,Benzin,Sedan,1395 cc,125 hp,Önden Çekiş,5 lt,55 lt,3 boyalı,Takasa Uygun,Sahibinden,510.000
638,20850013,25 Ağustos 2022,Renault,Clio,1.2 Joy,2016,55.000 km,Düz,Benzin,Hatchback/5,1149 cc,75 hp,Önden Çekiş,"5,5 lt",45 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,338.000
639,20850195,25 Ağustos 2022,Dacia,Sandero,1.5 dCi Stepway Style,2018,42.000 km,Düz,Dizel,Hatchback/5,1461 cc,90 hp,Önden Çekiş,4 lt,50 lt,2 boyalı,Takasa Uygun,Sahibinden,397.500
640,20850182,25 Ağustos 2022,Dacia,Logan,1.4 Ambiance,2007,170.000 km,Düz,LPG & Benzin,Sedan,1390 cc,75 hp,Önden Çekiş,"6,8 lt",50 lt,"1 değişen, 3 boyalı",Takasa Uygun,Sahibinden,175.000
641,20850101,25 Ağustos 2022,BMW,4 Serisi,420d Sport Line,2013,195.000 km,Otomatik,Dizel,Coupe,1995 cc,184 hp,Arkadan İtiş,"4,6 lt",57 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,940.000
642,20849927,25 Ağustos 2022,Tofaş,Doğan,SLX ie,2000,126.000 km,Düz,LPG & Benzin,Sedan,1581 cc,96 hp,Arkadan İtiş,"6,6 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,118.000
643,20849693,25 Ağustos 2022,Dacia,Sandero,1.5 dCi Stepway Style,2018,73.000 km,Düz,Dizel,Hatchback/5,1461 cc,90 hp,Önden Çekiş,4 lt,50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,400.000
644,20849956,25 Ağustos 2022,Renault,Symbol,1.5 dCi Authentique,2012,223.000 km,Düz,Dizel,Sedan,1461 cc,65 hp,Önden Çekiş,"4,5 lt",50 lt,"1 değişen, 7 boyalı",Takasa Uygun Değil,Sahibinden,200.000
645,20849975,25 Ağustos 2022,Chevrolet,Aveo,1.3 D LT,2012,220.000 km,Düz,Dizel,Sedan,1248 cc,75 hp,Önden Çekiş,"3,7 lt",46 lt,"2 değişen, 4 boyalı",Takasa Uygun,Sahibinden,180.000
646,20850036,25 Ağustos 2022,Fiat,Albea,Sole 1.3 Multijet Dynamic,2011,390.000 km,Düz,Dizel,Sedan,1248 cc,70 hp,Önden Çekiş,"4,7 lt",48 lt,Belirtilmemiş,Takasa Uygun,Galeriden,145.000
647,20849945,25 Ağustos 2022,Toyota,Corona,2.0 XL,1990,31.088 km,Düz,LPG & Benzin,Sedan,1998 cc,136 hp,Önden Çekiş,0 lt,70 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,65.000
648,20849882,25 Ağustos 2022,Honda,Civic,1.6 i-DTEC Sport,2013,149.500 km,Düz,Dizel,Hatchback/5,1597 cc,120 hp,Önden Çekiş,"3,7 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,392.000
649,20849904,25 Ağustos 2022,Fiat,Albea,Sole 1.3 Multijet Active,2011,201.000 km,Düz,Dizel,Sedan,1248 cc,70 hp,Önden Çekiş,"4,7 lt",48 lt,3 değişen,Takasa Uygun Değil,Sahibinden,185.000
650,20849665,25 Ağustos 2022,BMW,3 Serisi,318i Standart,2000,330.000 km,Otomatik,LPG & Benzin,Sedan,1895 cc,118 hp,Arkadan İtiş,"9,2 lt",63 lt,"1 değişen, 11 boyalı",Takasa Uygun Değil,Sahibinden,237.000
651,20569947,25 Ağustos 2022,Ford,Focus,1.6 TDCi Trend,2007,245.000 km,Otomatik,Dizel,Sedan,1560 cc,110 hp,Önden Çekiş,"5,5 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,225.000
652,20523892,25 Ağustos 2022,Opel,Astra,1.4 T Cosmo,2012,173.000 km,Otomatik,LPG & Benzin,Hatchback/5,1364 cc,140 hp,Önden Çekiş,"6,8 lt",56 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,395.000
653,20657053,25 Ağustos 2022,BMW,5 Serisi,520d Premium,2012,250.000 km,Otomatik,Dizel,Sedan,1995 cc,184 hp,Arkadan İtiş,"5,2 lt",70 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,735.000
654,20704284,25 Ağustos 2022,Citroen,C4,1.6 e-HDi Confort Plus,2013,179.000 km,Yarı Otomatik,Dizel,Hatchback/5,1560 cc,114 hp,Önden Çekiş,"4,2 lt",60 lt,2 boyalı,Takasa Uygun Değil,Galeriden,347.500
655,20688178,25 Ağustos 2022,Hyundai,i20,1.4 MPI Elite Plus,2020,7.500 km,Otomatik,Benzin,Hatchback/5,1368 cc,100 hp,Önden Çekiş,"6,1 lt",40 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,530.000
656,20849837,25 Ağustos 2022,Renault,Megane,1.5 dCi Touch,2017,240.000 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"3,8 lt",49 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,415.000
657,20849579,25 Ağustos 2022,Fiat,Egea,1.3 Multijet Easy,2017,189.000 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,1 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,295.000
658,20849783,25 Ağustos 2022,Honda,Civic,1.4 1.4i,1997,244.000 km,Düz,LPG & Benzin,Hatchback/3,1396 cc,75 hp,Önden Çekiş,"6,8 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,163.000
659,20849616,25 Ağustos 2022,Mercedes - Benz,E,180 Elite,2014,135.000 km,Otomatik,Benzin,Sedan,1595 cc,156 hp,Arkadan İtiş,"6,6 lt",59 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,1.000.000
660,20419872,25 Ağustos 2022,Volkswagen,Golf,1.0 eTSI R Line,2021,23.425 km,Yarı Otomatik,Hibrit,Hatchback/5,999 cc,110 hp,Önden Çekiş,"4,9 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,970.000
661,20849727,25 Ağustos 2022,Volkswagen,Polo,1.2 TDi Trendline,2013,256.000 km,Düz,Dizel,Hatchback/5,1199 cc,75 hp,Önden Çekiş,"3,8 lt",45 lt,"2 değişen, 2 boyalı",Takasa Uygun Değil,Sahibinden,255.000
662,20849510,25 Ağustos 2022,Skoda,SuperB,1.6 TDI Elite,2020,23.000 km,Yarı Otomatik,Dizel,Hatchback/5,1598 cc,120 hp,Önden Çekiş,"4,2 lt",66 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,985.000
663,20849739,25 Ağustos 2022,Seat,Toledo,1.4 TDI Style,2016,86.000 km,Yarı Otomatik,Dizel,Hatchback/5,1422 cc,90 hp,Önden Çekiş,"3,8 lt",55 lt,"2 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden,395.000
664,20849713,25 Ağustos 2022,Renault,Clio,1.5 dCi Touch,2016,142.000 km,Yarı Otomatik,Dizel,Hatchback/5,1461 cc,90 hp,Önden Çekiş,"3,7 lt",45 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,352.000
665,20849694,25 Ağustos 2022,Renault,Symbol,1.5 dCi Authentique,2011,180.200 km,Düz,Dizel,Sedan,1461 cc,65 hp,Önden Çekiş,"4,5 lt",50 lt,1 boyalı,Takasa Uygun Değil,Sahibinden,235.000
666,20849584,25 Ağustos 2022,Dacia,Logan,1.4 Ambiance,2007,170.000 km,Düz,LPG & Benzin,Sedan,1390 cc,75 hp,Önden Çekiş,"6,8 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,175.000
667,20698192,25 Ağustos 2022,Ferrari,SF90,Stradale 4.0,2022,28.000 km,Otomatik,Hibrit,Coupe,3990 cc,1000 hp,4WD (Sürekli),6 lt,68 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,1.400.000
668,20849841,25 Ağustos 2022,Audi,A5,A5 Coupe 2.0 TFSI Quattro Sport,2018,60.343 km,Yarı Otomatik,Benzin,Coupe,1984 cc,252 hp,4WD (Sürekli),"6,3 lt",58 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,2.175.000
669,20849762,25 Ağustos 2022,Ford,Fiesta,1.4 Titanium X,2010,111.000 km,Düz,Benzin,Hatchback/5,1388 cc,96 hp,Önden Çekiş,"5,7 lt",42 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,355.000
670,20849787,25 Ağustos 2022,Ford,C-Max,1.6 TDCi Titanium,2008,277.000 km,Düz,Dizel,MPV,1560 cc,110 hp,Önden Çekiş,"4,9 lt",55 lt,5 boyalı,Takasa Uygun,Galeriden,298.000
671,20849637,25 Ağustos 2022,Fiat,Egea,1.4 Fire Easy,2019,55.000 km,Düz,Benzin,Sedan,1368 cc,95 hp,Önden Çekiş,"5,7 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,360.000
672,20849531,25 Ağustos 2022,Renault,R 9,1.4 Broadway,1993,300.000 km,Düz,LPG & Benzin,Sedan,1390 cc,83 hp,Önden Çekiş,0 lt,47 lt,10 boyalı,Takasa Uygun Değil,Sahibinden,71.500
673,20849733,25 Ağustos 2022,Renault,Grand Scenic,1.5 dCi Privilege,2011,188.000 km,Yarı Otomatik,Dizel,MPV,1461 cc,110 hp,Önden Çekiş,5 lt,60 lt,4 boyalı,Takasa Uygun,Galeriden,349.000
674,20849589,25 Ağustos 2022,Volkswagen,Polo,1.0 Trendline,2016,185.000 km,Düz,Benzin,Hatchback/5,999 cc,75 hp,Önden Çekiş,"5,1 lt",45 lt,"1 değişen, 2 boyalı",Takasa Uygun,Sahibinden,303.500
675,20849475,25 Ağustos 2022,Ford,Focus,1.6 TDCi Trend,2013,139.000 km,Düz,Dizel,Sedan,1560 cc,95 hp,Önden Çekiş,"4,2 lt",53 lt,1 boyalı,Takasa Uygun Değil,Sahibinden,385.000
676,20849532,25 Ağustos 2022,Opel,Astra,1.4 T Sport,2014,114.000 km,Otomatik,LPG & Benzin,Hatchback/5,1364 cc,140 hp,Önden Çekiş,"6,8 lt",56 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,410.000
677,20243597,25 Ağustos 2022,Volkswagen,Passat,1.4 TSi BlueMotion Trendline,2014,95.000 km,Yarı Otomatik,Benzin,Sedan,1390 cc,122 hp,Önden Çekiş,"6,1 lt",70 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,405.000
678,20497974,25 Ağustos 2022,Toyota,Corolla,1.6 Advance,2018,28.500 km,Düz,LPG & Benzin,Sedan,1598 cc,132 hp,Önden Çekiş,"6,3 lt",55 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,535.000
679,20849538,25 Ağustos 2022,Toyota,Corolla,1.4 D-4D Advance,2016,184.000 km,Yarı Otomatik,Dizel,Sedan,1364 cc,90 hp,Önden Çekiş,"4,1 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,415.000
680,20849450,25 Ağustos 2022,Renault,Clio,1.5 dCi Extreme,2011,115.000 km,Düz,Dizel,Hatchback/5,1461 cc,70 hp,Önden Çekiş,"4,5 lt",55 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,260.000
681,20849436,25 Ağustos 2022,Opel,Corsa,1.2 Essentia,2008,198.000 km,Yarı Otomatik,Benzin,Hatchback/5,1229 cc,80 hp,Önden Çekiş,"5,7 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,240.000
682,20849425,25 Ağustos 2022,BMW,3 Serisi,320d Standart,2016,220.000 km,Otomatik,Dizel,Sedan,1995 cc,184 hp,Arkadan İtiş,"4,4 lt",57 lt,"2 değişen, 4 boyalı",Takasa Uygun,Sahibinden,1.000.000
683,20849366,25 Ağustos 2022,Tofaş,Şahin,1.6 ie,2001,67.000 km,Düz,Benzin,Sedan,1581 cc,83 hp,Arkadan İtiş,0 lt,52 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,120.000
684,20724541,25 Ağustos 2022,BMW,3 Serisi,320i M Sport,2022,0 km,Otomatik,Benzin,Sedan,1597 cc,170 hp,Arkadan İtiş,6 lt,59 lt,Belirtilmemiş,Takasa Uygun,Galeriden,2.175.000
685,20244143,25 Ağustos 2022,BMW,M Serisi,M6 Gran Coupe,2013,72.000 km,Otomatik,Benzin,Coupe,4395 cc,560 hp,Arkadan İtiş,"9,9 lt",80 lt,Belirtilmemiş,Takasa Uygun,Galeriden,3.250.000
686,20794142,25 Ağustos 2022,Fiat,Egea,1.6 Multijet Easy,2020,62.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,120 hp,Önden Çekiş,"3,9 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,460.750
687,20849143,25 Ağustos 2022,Ford,Focus,1.6 TDCi Titanium,2010,150.000 km,Düz,Dizel,Sedan,1560 cc,110 hp,Önden Çekiş,"4,5 lt",55 lt,"1 değişen, 5 boyalı",Takasa Uygun,Galeriden,294.900
688,19121179,25 Ağustos 2022,Honda,Civic,1.6 i-VTEC Eco Premium,2014,72.650 km,Düz,LPG & Benzin,Sedan,1598 cc,125 hp,Önden Çekiş,"6,7 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,435.000
689,20849405,25 Ağustos 2022,Audi,A5,A5 Sportback 1.4 TFSI,2017,88.000 km,Yarı Otomatik,Benzin,Hatchback/5,1395 cc,150 hp,Önden Çekiş,"5,5 lt",54 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,1.265.000
690,20423789,25 Ağustos 2022,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2019,35.500 km,Yarı Otomatik,Dizel,Sedan,1598 cc,120 hp,Önden Çekiş,4 lt,66 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,1.050.000
691,20849280,25 Ağustos 2022,BMW,1 Serisi,116i M Sport,2008,190.000 km,Otomatik,LPG & Benzin,Hatchback/5,1596 cc,116 hp,Arkadan İtiş,"7,5 lt",53 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,355.000
692,20849262,25 Ağustos 2022,Peugeot,306,1.6 Platinum,2001,68.000 km,Düz,Benzin,Hatchback/5,1587 cc,99 hp,Önden Çekiş,"6,9 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,200.000
693,20849356,25 Ağustos 2022,Mercedes - Benz,C,C 200 Exclusive,2020,45.000 km,Otomatik,Benzin,Sedan,1497 cc,184 hp,4WD (Sürekli),"6,7 lt",41 lt,Tamamı orjinal,Takasa Uygun,Galeriden,1.515.950
694,20424077,25 Ağustos 2022,Renault,Symbol,1.5 dCi Joy,2015,164.000 km,Düz,Dizel,Sedan,1461 cc,75 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,250.000
695,20849235,25 Ağustos 2022,Renault,Clio,1.4 RNA,2000,251.000 km,Düz,LPG & Benzin,Sedan,1390 cc,75 hp,Önden Çekiş,"7,1 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,103.000
696,20849199,25 Ağustos 2022,Ford,Fiesta,1.6 Titanium,2017,36.000 km,Yarı Otomatik,LPG & Benzin,Hatchback/5,1596 cc,105 hp,Önden Çekiş,"5,9 lt",42 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,435.000
697,20849142,25 Ağustos 2022,Ford,Focus,1.6 TDCi Trend X,2011,196.000 km,Düz,Dizel,Hatchback/5,1560 cc,90 hp,Önden Çekiş,"4,7 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,235.000
698,20735142,25 Ağustos 2022,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2017,137.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,120 hp,Önden Çekiş,4 lt,66 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,685.750
699,20740945,25 Ağustos 2022,Fiat,Egea,1.3 Multijet Easy,2018,92.012 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,1 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,333.850
700,20740937,25 Ağustos 2022,Renault,Megane,1.5 dCi Touch,2018,138.000 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"3,8 lt",49 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,479.750
701,20740972,25 Ağustos 2022,Opel,Astra,1.6 CDTI Design,2018,158.000 km,Otomatik,Dizel,Sedan,1598 cc,136 hp,Önden Çekiş,"5,1 lt",56 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,435.750
702,20424762,25 Ağustos 2022,Renault,Clio,1.4 RNA,2001,139.000 km,Düz,LPG & Benzin,Sedan,1390 cc,75 hp,Önden Çekiş,"7,1 lt",50 lt,Tamamı boyalı,Takasa Uygun Değil,Sahibinden,115.750
703,20849191,25 Ağustos 2022,Skoda,Octavia,1.6 TDI Optimal,2015,178.000 km,Düz,Dizel,Hatchback/5,1598 cc,110 hp,Önden Çekiş,"3,8 lt",50 lt,"4 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,365.000
704,19861373,25 Ağustos 2022,Audi,A3,A3 Sportback 1.6 TDI Ambiente,2013,95.300 km,Yarı Otomatik,Dizel,Hatchback/5,1598 cc,105 hp,Önden Çekiş,"3,9 lt",50 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Sahibinden,575.000
705,20849057,25 Ağustos 2022,Renault,Clio,1.4 RNA,2000,230.000 km,Düz,LPG & Benzin,Sedan,1390 cc,75 hp,Önden Çekiş,"7,1 lt",50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,128.000
706,20848885,25 Ağustos 2022,Opel,Astra,1.4 Essentia,2004,233.000 km,Düz,LPG & Benzin,Hatchback/5,1364 cc,90 hp,Önden Çekiş,"6,3 lt",52 lt,"1 değişen, 4 boyalı",Takasa Uygun Değil,Sahibinden,180.000
707,20849017,25 Ağustos 2022,BMW,1 Serisi,116i Standart,2012,63.000 km,Otomatik,Benzin,Hatchback/5,1598 cc,136 hp,Arkadan İtiş,"5,7 lt",52 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,655.000
708,20425791,25 Ağustos 2022,Skoda,SuperB,2.5 TDI Elegance,2003,132.000 km,Otomatik,Dizel,Sedan,2496 cc,163 hp,Önden Çekiş,"7,7 lt",62 lt,Tamamı boyalı,Takasa Uygun,Sahibinden,255.000
709,20849170,25 Ağustos 2022,Fiat,Egea,1.4 Fire Easy,2016,122.000 km,Düz,Benzin,Sedan,1368 cc,95 hp,Önden Çekiş,"5,7 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,294.950
710,20849159,25 Ağustos 2022,Fiat,Egea,1.3 Multijet Urban Plus,2019,43.000 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,1 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,420.000
711,19748012,25 Ağustos 2022,Fiat,Linea,1.3 Multijet Active Plus,2013,160.000 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,225.000
712,20849060,25 Ağustos 2022,Renault,Fluence,1.5 dCi Privilege,2012,182.000 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,322.500
713,20428418,25 Ağustos 2022,Dacia,Sandero,0.9 TCe Stepway,2019,27.800 km,Düz,Benzin,Hatchback/5,898 cc,90 hp,Önden Çekiş,"5,1 lt",50 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,343.000
714,20427378,25 Ağustos 2022,Peugeot,308,1.6 HDi Premium Pack,2009,310.000 km,Düz,Dizel,Station wagon,1560 cc,112 hp,Önden Çekiş,"4,7 lt",60 lt,8 boyalı,Takasa Uygun,Sahibinden,245.000
715,20424622,25 Ağustos 2022,Lada,Vega,1.6,2011,38.900 km,Düz,Benzin,Hatchback/5,1596 cc,90 hp,Önden Çekiş,"6,8 lt",43 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,85.000
716,20849100,25 Ağustos 2022,Renault,Symbol,1.5 dCi Authentique,2008,193.500 km,Düz,Dizel,Sedan,1461 cc,65 hp,Önden Çekiş,"4,5 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,150.000
717,20424548,25 Ağustos 2022,Ford,Fiesta,1.4 TDCi Comfort,2005,148.500 km,Yarı Otomatik,Dizel,Hatchback/5,1399 cc,68 hp,Önden Çekiş,"4,2 lt",45 lt,"4 değişen, 8 boyalı",Takasa Uygun Değil,Sahibinden,165.000
718,20848991,25 Ağustos 2022,Fiat,Linea,1.3 Multijet Active Plus,2013,113.000 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,"2 değişen, 5 boyalı",Takasa Uygun Değil,Sahibinden,225.000
719,20848146,25 Ağustos 2022,Honda,Jazz,1.4 ES,2002,286.000 km,Otomatik,Benzin,Hatchback/5,1339 cc,83 hp,Önden Çekiş,"5,9 lt",42 lt,"2 değişen, 10 boyalı",Takasa Uygun,Sahibinden,198.000
720,20848879,25 Ağustos 2022,Ford,Mondeo,2.0 GLX,1998,300.000 km,Düz,LPG & Benzin,Sedan,1988 cc,130 hp,Önden Çekiş,"8,3 lt",61 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,130.000
721,20848909,25 Ağustos 2022,Renault,Fluence,1.5 dCi Privilege,2012,230.000 km,Düz,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"4,6 lt",60 lt,8 boyalı,Takasa Uygun Değil,Sahibinden,300.000
